Year,Month,Market_Group,Region,Channel_Level,Subchannel / Partner,Sales Employee / Account,Company_Group,Currency,Metric,Value_kEUR,Value_EUR,Date,,,,,,,,,,,,,,
2026,01/10/2026,Export,Distributor - South Africa,Unspecified,,,Company 1,EUR,Budget,88,88000,01/10/2026,,,,,,,,,,,,,,
2026,01/11/2026,Export,Distributor - South Africa,Unspecified,,,Company 1,EUR,Budget,75,75000,01/11/2026,,,,,,,,,,,,,,
2026,01/12/2026,Export,Distributor - South Africa,Unspecified,,,Company 1,EUR,Budget,75,75000,01/12/2026,,,,,,,,,,,,,,
2026,01/01/2026,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,3,3000,01/01/2026,,,,,,,,,,,,,,
2026,01/02/2026,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,3,3000,01/02/2026,,,,,,,,,,,,,,
2026,01/03/2026,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,3,3000,01/03/2026,,,,,,,,,,,,,,
2026,01/04/2026,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,3,3000,01/04/2026,,,,,,,,,,,,,,
2026,01/05/2026,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,3,3000,01/05/2026,,,,,,,,,,,,,,
2026,01/06/2026,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,3,3000,01/06/2026,,,,,,,,,,,,,,
2026,01/07/2026,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,3,3000,01/07/2026,,,,,,,,,,,,,,
2026,01/08/2026,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,3,3000,01/08/2026,,,,,,,,,,,,,,
2026,01/09/2026,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,3,3000,01/09/2026,,,,,,,,,,,,,,
2026,01/10/2026,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,3,3000,01/10/2026,,,,,,,,,,,,,,
2026,01/11/2026,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,3,3000,01/11/2026,,,,,,,,,,,,,,
2026,01/12/2026,UK,Global eTailers,Unspecified,,,Company 3,EUR,Budget,3,3000,01/12/2026,,,,,,,,,,,,,,
2026,01/01/2026,UK,Retail,Unspecified,,,Company 1,EUR,Budget,19,19000,01/01/2026,,,,,,,,,,,,,,
2026,01/02/2026,UK,Retail,Unspecified,,,Company 1,EUR,Budget,23,23000,01/02/2026,,,,,,,,,,,,,,
2026,01/03/2026,UK,Retail,Unspecified,,,Company 1,EUR,Budget,26,26000,01/03/2026,,,,,,,,,,,,,,
2026,01/04/2026,UK,Retail,Unspecified,,,Company 1,EUR,Budget,26,26000,01/04/2026,,,,,,,,,,,,,,
2026,01/05/2026,UK,Retail,Unspecified,,,Company 1,EUR,Budget,26,26000,01/05/2026,,,,,,,,,,,,,,
2026,01/06/2026,UK,Retail,Unspecified,,,Company 1,EUR,Budget,26,26000,01/06/2026,,,,,,,,,,,,,,
2026,01/07/2026,UK,Retail,Unspecified,,,Company 1,EUR,Budget,25,25000,01/07/2026,,,,,,,,,,,,,,
2026,01/08/2026,UK,Retail,Unspecified,,,Company 1,EUR,Budget,23,23000,01/08/2026,,,,,,,,,,,,,,
2026,01/09/2026,UK,Retail,Unspecified,,,Company 1,EUR,Budget,31,31000,01/09/2026,,,,,,,,,,,,,,
2026,01/10/2026,UK,Retail,Unspecified,,,Company 1,EUR,Budget,37,37000,01/10/2026,,,,,,,,,,,,,,
2026,01/11/2026,UK,Retail,Unspecified,,,Company 1,EUR,Budget,34,34000,01/11/2026,,,,,,,,,,,,,,
2026,01/12/2026,UK,Retail,Unspecified,,,Company 1,EUR,Budget,26,26000,01/12/2026,,,,,,,,,,,,,,
2026,01/01/2026,UK,Spa,Unspecified,,,Company 1,EUR,Budget,14,14000,01/01/2026,,,,,,,,,,,,,,
2026,01/02/2026,UK,Spa,Unspecified,,,Company 1,EUR,Budget,14,14000,01/02/2026,,,,,,,,,,,,,,
2026,01/03/2026,UK,Spa,Unspecified,,,Company 1,EUR,Budget,16,16000,01/03/2026,,,,,,,,,,,,,,
2026,01/04/2026,UK,Spa,Unspecified,,,Company 1,EUR,Budget,16,16000,01/04/2026,,,,,,,,,,,,,,
2026,01/05/2026,UK,Spa,Unspecified,,,Company 1,EUR,Budget,16,16000,01/05/2026,,,,,,,,,,,,,,
2026,01/06/2026,UK,Spa,Unspecified,,,Company 1,EUR,Budget,13,13000,01/06/2026,,,,,,,,,,,,,,
2026,01/07/2026,UK,Spa,Unspecified,,,Company 1,EUR,Budget,12,12000,01/07/2026,,,,,,,,,,,,,,
2026,01/08/2026,UK,Spa,Unspecified,,,Company 1,EUR,Budget,11,11000,01/08/2026,,,,,,,,,,,,,,
2026,01/09/2026,UK,Spa,Unspecified,,,Company 1,EUR,Budget,17,17000,01/09/2026,,,,,,,,,,,,,,
2026,01/10/2026,UK,Spa,Unspecified,,,Company 1,EUR,Budget,18,18000,01/10/2026,,,,,,,,,,,,,,
2026,01/11/2026,UK,Spa,Unspecified,,,Company 1,EUR,Budget,16,16000,01/11/2026,,,,,,,,,,,,,,
2026,01/12/2026,UK,Spa,Unspecified,,,Company 1,EUR,Budget,13,13000,01/12/2026,,,,,,,,,,,,,,
2026,01/01/2026,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,6,6000,01/01/2026,,,,,,,,,,,,,,
2026,01/02/2026,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,11,11000,01/02/2026,,,,,,,,,,,,,,
2026,01/03/2026,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,9,9000,01/03/2026,,,,,,,,,,,,,,
2026,01/04/2026,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,4,4000,01/04/2026,,,,,,,,,,,,,,
2026,01/05/2026,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,10,10000,01/05/2026,,,,,,,,,,,,,,
2026,01/06/2026,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,8,8000,01/06/2026,,,,,,,,,,,,,,
2026,01/07/2026,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,10,10000,01/07/2026,,,,,,,,,,,,,,
2026,01/08/2026,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,12,12000,01/08/2026,,,,,,,,,,,,,,
2026,01/09/2026,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,10,10000,01/09/2026,,,,,,,,,,,,,,
2026,01/10/2026,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,10,10000,01/10/2026,,,,,,,,,,,,,,
2026,01/11/2026,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,11,11000,01/11/2026,,,,,,,,,,,,,,
2026,01/12/2026,USA,Amazon,Unspecified,,,Company 3,EUR,Budget,11,11000,01/12/2026,,,,,,,,,,,,,,
2026,01/01/2026,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,31,31000,01/01/2026,,,,,,,,,,,,,,
2026,01/02/2026,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,31,31000,01/02/2026,,,,,,,,,,,,,,
2026,01/03/2026,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,34,34000,01/03/2026,,,,,,,,,,,,,,
2026,01/04/2026,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,32,32000,01/04/2026,,,,,,,,,,,,,,
2026,01/05/2026,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,34,34000,01/05/2026,,,,,,,,,,,,,,
2026,01/06/2026,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,33,33000,01/06/2026,,,,,,,,,,,,,,
2026,01/07/2026,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,34,34000,01/07/2026,,,,,,,,,,,,,,
2026,01/08/2026,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,31,31000,01/08/2026,,,,,,,,,,,,,,
2026,01/09/2026,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,35,35000,01/09/2026,,,,,,,,,,,,,,
2026,01/10/2026,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,35,35000,01/10/2026,,,,,,,,,,,,,,
2026,01/11/2026,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,36,36000,01/11/2026,,,,,,,,,,,,,,
2026,01/12/2026,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,40,40000,01/12/2026,,,,,,,,,,,,,,
2026,01/01/2026,USA,Retail,Unspecified,,,Company 1,EUR,Budget,2,2000,01/01/2026,,,,,,,,,,,,,,
2026,01/02/2026,USA,Retail,Unspecified,,,Company 1,EUR,Budget,2,2000,01/02/2026,,,,,,,,,,,,,,
2026,01/03/2026,USA,Retail,Unspecified,,,Company 1,EUR,Budget,2,2000,01/03/2026,,,,,,,,,,,,,,
2026,01/04/2026,USA,Retail,Unspecified,,,Company 1,EUR,Budget,2,2000,01/04/2026,,,,,,,,,,,,,,
2026,01/05/2026,USA,Retail,Unspecified,,,Company 1,EUR,Budget,2,2000,01/05/2026,,,,,,,,,,,,,,
2026,01/06/2026,USA,Retail,Unspecified,,,Company 1,EUR,Budget,2,2000,01/06/2026,,,,,,,,,,,,,,
2026,01/07/2026,USA,Retail,Unspecified,,,Company 1,EUR,Budget,2,2000,01/07/2026,,,,,,,,,,,,,,
2026,01/08/2026,USA,Retail,Unspecified,,,Company 1,EUR,Budget,1,1000,01/08/2026,,,,,,,,,,,,,,
2026,01/09/2026,USA,Retail,Unspecified,,,Company 1,EUR,Budget,2,2000,01/09/2026,,,,,,,,,,,,,,
2026,01/10/2026,USA,Retail,Unspecified,,,Company 1,EUR,Budget,2,2000,01/10/2026,,,,,,,,,,,,,,
2026,01/11/2026,USA,Retail,Unspecified,,,Company 1,EUR,Budget,2,2000,01/11/2026,,,,,,,,,,,,,,
2026,01/12/2026,USA,Retail,Unspecified,,,Company 1,EUR,Budget,1,1000,01/12/2026,,,,,,,,,,,,,,
2026,01/01/2026,USA,Spa,Unspecified,,,Company 1,EUR,Budget,63,63000,01/01/2026,,,,,,,,,,,,,,
2026,01/02/2026,USA,Spa,Unspecified,,,Company 1,EUR,Budget,73,73000,01/02/2026,,,,,,,,,,,,,,
2026,01/03/2026,USA,Spa,Unspecified,,,Company 1,EUR,Budget,80,80000,01/03/2026,,,,,,,,,,,,,,
2026,01/04/2026,USA,Spa,Unspecified,,,Company 1,EUR,Budget,80,80000,01/04/2026,,,,,,,,,,,,,,
2026,01/05/2026,USA,Spa,Unspecified,,,Company 1,EUR,Budget,80,80000,01/05/2026,,,,,,,,,,,,,,
2026,01/06/2026,USA,Spa,Unspecified,,,Company 1,EUR,Budget,83,83000,01/06/2026,,,,,,,,,,,,,,
2026,01/07/2026,USA,Spa,Unspecified,,,Company 1,EUR,Budget,83,83000,01/07/2026,,,,,,,,,,,,,,
2026,01/08/2026,USA,Spa,Unspecified,,,Company 1,EUR,Budget,67,67000,01/08/2026,,,,,,,,,,,,,,
2026,01/09/2026,USA,Spa,Unspecified,,,Company 1,EUR,Budget,90,90000,01/09/2026,,,,,,,,,,,,,,
2026,01/10/2026,USA,Spa,Unspecified,,,Company 1,EUR,Budget,108,108000,01/10/2026,,,,,,,,,,,,,,
2026,01/11/2026,USA,Spa,Unspecified,,,Company 1,EUR,Budget,100,100000,01/11/2026,,,,,,,,,,,,,,
2026,01/12/2026,USA,Spa,Unspecified,,,Company 1,EUR,Budget,75,75000,01/12/2026,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
