Year,Month,Market_Group,Region,Channel_Level,Subchannel / Partner,Sales Employee / Account,Company_Group,Currency,Metric,Value_kEUR,Value_EUR,Date
2025,01/01/2025,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,27,27000,01/01/2025
2025,01/02/2025,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,27,27000,01/02/2025
2025,01/03/2025,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,27,27000,01/03/2025
2025,01/04/2025,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,28,28000,01/04/2025
2025,01/05/2025,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,28,28000,01/05/2025
2025,01/06/2025,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,27,27000,01/06/2025
2025,01/07/2025,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,26,26000,01/07/2025
2025,01/08/2025,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,28,28000,01/08/2025
2025,01/09/2025,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,27,27000,01/09/2025
2025,01/10/2025,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,29,29000,01/10/2025
2025,01/11/2025,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,38,38000,01/11/2025
2025,01/12/2025,USA,Own eCommerce,Unspecified,,,Company 3,EUR,Budget,26,26000,01/12/2025
2025,01/01/2025,USA,Retail,Unspecified,,,Company 1,EUR,Budget,4.8,4800,01/01/2025
2025,01/02/2025,USA,Retail,Unspecified,,,Company 1,EUR,Budget,4.2,4200,01/02/2025
2025,01/03/2025,USA,Retail,Unspecified,,,Company 1,EUR,Budget,6,6000,01/03/2025
2025,01/04/2025,USA,Retail,Unspecified,,,Company 1,EUR,Budget,5.4,5400,01/04/2025
2025,01/05/2025,USA,Retail,Unspecified,,,Company 1,EUR,Budget,5.4,5400,01/05/2025
2025,01/06/2025,USA,Retail,Unspecified,,,Company 1,EUR,Budget,4.8,4800,01/06/2025
2025,01/07/2025,USA,Retail,Unspecified,,,Company 1,EUR,Budget,4.8,4800,01/07/2025
2025,01/08/2025,USA,Retail,Unspecified,,,Company 1,EUR,Budget,3,3000,01/08/2025
2025,01/09/2025,USA,Retail,Unspecified,,,Company 1,EUR,Budget,5.4,5400,01/09/2025
2025,01/10/2025,USA,Retail,Unspecified,,,Company 1,EUR,Budget,6.6,6600,01/10/2025
2025,01/11/2025,USA,Retail,Unspecified,,,Company 1,EUR,Budget,5.4,5400,01/11/2025
2025,01/12/2025,USA,Retail,Unspecified,,,Company 1,EUR,Budget,4.2,4200,01/12/2025
2025,01/01/2025,USA,Spa,Unspecified,,,Company 1,EUR,Budget,64,64000,01/01/2025
2025,01/02/2025,USA,Spa,Unspecified,,,Company 1,EUR,Budget,67.25,67250,01/02/2025
2025,01/03/2025,USA,Spa,Unspecified,,,Company 1,EUR,Budget,102.5,102500,01/03/2025
2025,01/04/2025,USA,Spa,Unspecified,,,Company 1,EUR,Budget,94.5,94500,01/04/2025
2025,01/05/2025,USA,Spa,Unspecified,,,Company 1,EUR,Budget,105.75,105750,01/05/2025
2025,01/06/2025,USA,Spa,Unspecified,,,Company 1,EUR,Budget,97.75,97750,01/06/2025
2025,01/07/2025,USA,Spa,Unspecified,,,Company 1,EUR,Budget,109,109000,01/07/2025
2025,01/08/2025,USA,Spa,Unspecified,,,Company 1,EUR,Budget,73.75,73750,01/08/2025
2025,01/09/2025,USA,Spa,Unspecified,,,Company 1,EUR,Budget,139.5,139500,01/09/2025
2025,01/10/2025,USA,Spa,Unspecified,,,Company 1,EUR,Budget,155.5,155500,01/10/2025
2025,01/11/2025,USA,Spa,Unspecified,,,Company 1,EUR,Budget,139.5,139500,01/11/2025
2025,01/12/2025,USA,Spa,Unspecified,,,Company 1,EUR,Budget,101,101000,01/12/2025
