Year,Month,Market_Group,Region,Channel_Level,Subchannel / Partner,Sales Employee / Account,Company_Group,Currency,Metric,Value_kEUR,Value_EUR,Date
2025,8,Export,Export - Direct business,Unspecified,,,Company 1,EUR,Sales PY,0.28736,287.36,01/08/2025
2025,9,Export,Export - Direct business,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/09/2025
2025,10,Export,Export - Direct business,Unspecified,,,Company 1,EUR,Sales PY,1.89739,1897.39,01/10/2025
2025,11,Export,Export - Direct business,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/11/2025
2025,12,Export,Export - Direct business,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/12/2025
2025,1,Export,Distributor - Middle East,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/01/2025
2025,2,Export,Distributor - Middle East,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/02/2025
2025,3,Export,Distributor - Middle East,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/03/2025
2025,4,Export,Distributor - Middle East,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/04/2025
2025,5,Export,Distributor - Middle East,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/05/2025
2025,6,Export,Distributor - Middle East,Unspecified,,,Company 1,EUR,Sales PY,47.92787,47927.87,01/06/2025
2025,7,Export,Distributor - Middle East,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/07/2025
2025,8,Export,Distributor - Middle East,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/08/2025
2025,9,Export,Distributor - Middle East,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/09/2025
2025,10,Export,Distributor - Middle East,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/10/2025
2025,11,Export,Distributor - Middle East,Unspecified,,,Company 1,EUR,Sales PY,57.62988,57629.88,01/11/2025
2025,12,Export,Distributor - Middle East,Unspecified,,,Company 1,EUR,Sales PY,0.08834,88.34,01/12/2025
2025,1,Export,Distributor - APAC,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/01/2025
2025,2,Export,Distributor - APAC,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/02/2025
2025,3,Export,Distributor - APAC,Unspecified,,,Company 1,EUR,Sales PY, -   ,#VALUE!,01/03/2025
2025,4,Export,Distributor - APAC,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/04/2025
2025,5,Export,Distributor - APAC,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/05/2025
2025,6,Export,Distributor - APAC,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/06/2025
2025,7,Export,Distributor - APAC,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/07/2025
2025,8,Export,Distributor - APAC,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/08/2025
2025,9,Export,Distributor - APAC,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/09/2025
2025,10,Export,Distributor - APAC,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/10/2025
2025,11,Export,Distributor - APAC,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/11/2025
2025,12,Export,Distributor - APAC,Unspecified,,,Company 1,EUR,Sales PY,0,0,01/12/2025
